customer_id,external_ref,masked_email,masked_phone,city,signup_at,historical_value_paise,lifetime_value_paise,tier,do_not_contact_until,suppression_reason
cust_0383,MERCH-CUST-00383,di**************@gmail.com,+91*****3016,Kochi,2024-09-15T09:20:26+05:30,0,129900,LOW,,
cust_0384,MERCH-CUST-00384,ra*************@gmail.com,+91*****3160,Chennai,2025-04-22T09:00:11+05:30,487414,737314,LOW,,
cust_0385,MERCH-CUST-00385,ta************@yahoo.in,+91*****4092,Ahmedabad,2025-11-25T14:23:37+05:30,1541138,1840938,MEDIUM,,
cust_0386,MERCH-CUST-00386,vi************@yahoo.in,+91*****8847,Bengaluru,2025-12-15T19:35:23+05:30,431026,510926,LOW,,
cust_0387,MERCH-CUST-00387,ra************@outlook.com,+91*****3900,Delhi,2025-09-30T22:12:32+05:30,430384,4629984,MEDIUM,,
cust_0388,MERCH-CUST-00388,ni*************@protonmail.com,+91*****9894,Hyderabad,2024-12-09T19:07:58+05:30,0,129900,LOW,,
cust_0389,MERCH-CUST-00389,ka************@outlook.com,+91*****7352,Kolkata,2025-04-01T20:14:22+05:30,56821,76721,LOW,,
cust_0390,MERCH-CUST-00390,ri************@gmail.com,+91*****4614,Chennai,2025-04-09T13:07:25+05:30,2034712,4564312,MEDIUM,,
cust_0391,MERCH-CUST-00391,ad***********@yahoo.in,+91*****6657,Mumbai,2024-10-04T15:24:12+05:30,266179,266179,LOW,,
cust_0392,MERCH-CUST-00392,ka************@outlook.com,+91*****2828,Chennai,2026-01-27T02:59:06+05:30,642044,771944,LOW,,
cust_0393,MERCH-CUST-00393,ta**********@gmail.com,+91*****2247,Bengaluru,2025-01-29T18:13:05+05:30,81243,511043,LOW,,
cust_0394,MERCH-CUST-00394,ai************@gmail.com,+91*****1718,Pune,2025-03-10T12:07:32+05:30,693869,693869,LOW,,
cust_0395,MERCH-CUST-00395,ri***********@protonmail.com,+91*****2592,Kolkata,2025-07-17T14:14:54+05:30,2896785,4226185,MEDIUM,,
cust_0396,MERCH-CUST-00396,la***************@protonmail.com,+91*****5027,Kochi,2026-01-14T18:12:36+05:30,215095,284895,LOW,,
cust_0397,MERCH-CUST-00397,im**************@gmail.com,+91*****4678,Bengaluru,2025-02-06T14:52:41+05:30,784633,2684333,MEDIUM,,
cust_0398,MERCH-CUST-00398,ad*************@gmail.com,+91*****6259,Kochi,2025-09-03T15:21:22+05:30,601077,601077,LOW,,
cust_0399,MERCH-CUST-00399,ri**********@gmail.com,+91*****6041,Chennai,2025-06-21T07:33:51+05:30,42166,42166,LOW,,
cust_0400,MERCH-CUST-00400,la*************@protonmail.com,+91*****3828,Delhi,2024-09-28T17:07:10+05:30,0,399900,LOW,,
cust_0401,MERCH-CUST-00401,va**************@gmail.com,+91*****1836,Pune,2025-04-11T17:21:12+05:30,883092,883092,LOW,2026-06-27T00:00:00+05:30,support_escalation
cust_0402,MERCH-CUST-00402,ni*************@gmail.com,+91*****4277,Kolkata,2024-09-23T17:45:54+05:30,0,2299500,MEDIUM,2026-07-04T00:00:00+05:30,chargeback_dispute
cust_0403,MERCH-CUST-00403,ai***********@gmail.com,+91*****7782,Jaipur,2025-04-15T12:11:52+05:30,543459,543459,LOW,,
cust_0404,MERCH-CUST-00404,ta**********@gmail.com,+91*****1562,Ahmedabad,2025-06-04T14:29:53+05:30,397487,797287,LOW,,
cust_0405,MERCH-CUST-00405,vi*************@gmail.com,+91*****7876,Kochi,2025-10-23T19:27:34+05:30,0,3129500,MEDIUM,,
cust_0406,MERCH-CUST-00406,si****************@protonmail.com,+91*****1938,Bengaluru,2025-07-27T21:18:38+05:30,0,649800,LOW,,
cust_0407,MERCH-CUST-00407,ta************@protonmail.com,+91*****3013,Hyderabad,2025-05-27T15:26:12+05:30,0,18599500,HIGH,,
cust_0408,MERCH-CUST-00408,ar***************@gmail.com,+91*****9629,Bengaluru,2024-11-04T22:04:57+05:30,4956203,15405603,HIGH,,
cust_0409,MERCH-CUST-00409,pr************@yahoo.in,+91*****1303,Ahmedabad,2025-12-27T11:10:12+05:30,6610355,13609955,HIGH,,
cust_0410,MERCH-CUST-00410,an************@yahoo.in,+91*****1191,Kochi,2025-07-17T13:57:39+05:30,42937,42937,LOW,,
cust_0411,MERCH-CUST-00411,ma************@yahoo.in,+91*****9725,Jaipur,2024-12-16T16:03:03+05:30,537976,787876,LOW,,
cust_0412,MERCH-CUST-00412,ro************@protonmail.com,+91*****8509,Delhi,2024-10-26T12:51:13+05:30,349895,649795,LOW,,
cust_0413,MERCH-CUST-00413,ro************@yahoo.in,+91*****1406,Kochi,2025-07-13T11:05:58+05:30,8312147,12811147,HIGH,,
cust_0414,MERCH-CUST-00414,ka*************@outlook.com,+91*****4595,Chennai,2025-11-17T12:40:06+05:30,457135,537035,LOW,,
cust_0415,MERCH-CUST-00415,ar***********@gmail.com,+91*****3746,Chennai,2025-08-12T14:04:44+05:30,0,17499100,HIGH,,
cust_0416,MERCH-CUST-00416,di***********@outlook.com,+91*****2681,Pune,2024-10-04T10:10:11+05:30,358812,358812,LOW,,
cust_0417,MERCH-CUST-00417,pr************@protonmail.com,+91*****7932,Bengaluru,2025-10-16T17:33:08+05:30,513497,513497,LOW,,
cust_0418,MERCH-CUST-00418,ni**********@yahoo.in,+91*****8890,Mumbai,2025-06-24T13:08:10+05:30,0,4399300,MEDIUM,,
cust_0419,MERCH-CUST-00419,is**********@yahoo.in,+91*****1511,Kochi,2024-11-12T11:40:57+05:30,571200,3470700,MEDIUM,,
cust_0420,MERCH-CUST-00420,vi************@yahoo.in,+91*****4699,Hyderabad,2025-08-04T11:57:34+05:30,0,329800,LOW,,
cust_0421,MERCH-CUST-00421,aa*************@yahoo.in,+91*****8582,Ahmedabad,2025-05-03T20:07:05+05:30,922527,922527,LOW,,
cust_0422,MERCH-CUST-00422,de***********@protonmail.com,+91*****6833,Jaipur,2025-01-15T23:21:56+05:30,2139536,13388936,HIGH,,
cust_0423,MERCH-CUST-00423,ni***************@gmail.com,+91*****9065,Pune,2025-10-17T16:50:20+05:30,22299,786899,LOW,,
cust_0424,MERCH-CUST-00424,ni************@outlook.com,+91*****8627,Bengaluru,2025-07-16T12:01:18+05:30,451182,620982,LOW,,
cust_0425,MERCH-CUST-00425,la*************@yahoo.in,+91*****8765,Ahmedabad,2024-11-04T17:06:53+05:30,504076,504076,LOW,,
cust_0426,MERCH-CUST-00426,aa***********@outlook.com,+91*****1954,Jaipur,2025-09-03T10:48:13+05:30,0,12049600,HIGH,,
cust_0427,MERCH-CUST-00427,an***********@yahoo.in,+91*****9490,Ahmedabad,2026-01-29T15:53:35+05:30,532772,662672,LOW,,
cust_0428,MERCH-CUST-00428,an***********@gmail.com,+91*****9443,Ahmedabad,2025-08-18T17:45:49+05:30,239549,539449,LOW,,
cust_0429,MERCH-CUST-00429,is**********@outlook.com,+91*****8016,Pune,2025-05-15T21:01:39+05:30,0,1199700,MEDIUM,,
cust_0430,MERCH-CUST-00430,va************@outlook.com,+91*****2996,Bengaluru,2026-02-23T07:13:59+05:30,6517130,9916730,HIGH,,
cust_0431,MERCH-CUST-00431,sa*************@outlook.com,+91*****8864,Kolkata,2024-12-01T10:51:26+05:30,0,3979500,MEDIUM,,
cust_0432,MERCH-CUST-00432,ma*************@protonmail.com,+91*****4803,Pune,2024-09-18T20:34:36+05:30,550455,1889755,MEDIUM,,
cust_0433,MERCH-CUST-00433,di*********@yahoo.in,+91*****1490,Kochi,2025-07-30T17:14:44+05:30,822242,822242,LOW,,
cust_0434,MERCH-CUST-00434,ma************@gmail.com,+91*****5436,Delhi,2025-06-17T13:22:47+05:30,0,19699300,HIGH,,
cust_0435,MERCH-CUST-00435,la*************@outlook.com,+91*****2008,Delhi,2024-09-17T12:42:12+05:30,0,2149600,MEDIUM,2027-01-19T00:00:00+05:30,customer_opt_out
cust_0436,MERCH-CUST-00436,ro***********@outlook.com,+91*****4888,Pune,2025-10-11T15:57:59+05:30,744258,744258,LOW,,
cust_0437,MERCH-CUST-00437,ma**************@outlook.com,+91*****8061,Pune,2025-12-17T13:20:57+05:30,1415668,4665168,MEDIUM,,
cust_0438,MERCH-CUST-00438,la**************@yahoo.in,+91*****8173,Hyderabad,2025-02-26T09:40:09+05:30,215518,215518,LOW,,
cust_0439,MERCH-CUST-00439,ma************@yahoo.in,+91*****8414,Delhi,2025-12-30T21:37:49+05:30,0,129900,LOW,,
cust_0440,MERCH-CUST-00440,ad**************@gmail.com,+91*****5037,Pune,2025-08-15T13:50:53+05:30,144936,144936,LOW,,
cust_0441,MERCH-CUST-00441,de********@outlook.com,+91*****5311,Mumbai,2024-10-01T18:09:14+05:30,0,1199700,MEDIUM,,
cust_0442,MERCH-CUST-00442,ad*************@protonmail.com,+91*****2811,Chennai,2025-09-22T21:25:49+05:30,141487,161387,LOW,,
cust_0443,MERCH-CUST-00443,ri**********@yahoo.in,+91*****2208,Chennai,2025-09-23T16:04:15+05:30,113805,193705,LOW,,
cust_0444,MERCH-CUST-00444,me************@gmail.com,+91*****2018,Bengaluru,2024-09-16T13:06:52+05:30,3157145,4656945,MEDIUM,,
cust_0445,MERCH-CUST-00445,ra***********@gmail.com,+91*****9024,Bengaluru,2024-12-11T14:23:50+05:30,0,3199700,MEDIUM,,
cust_0446,MERCH-CUST-00446,an************@outlook.com,+91*****4659,Pune,2025-08-29T16:20:49+05:30,997813,1447613,MEDIUM,,
cust_0447,MERCH-CUST-00447,ai*************@protonmail.com,+91*****5780,Jaipur,2025-09-30T20:10:07+05:30,0,399600,LOW,,
cust_0448,MERCH-CUST-00448,aa***********@outlook.com,+91*****9646,Kolkata,2025-06-07T15:49:56+05:30,1686466,4566066,MEDIUM,,
cust_0449,MERCH-CUST-00449,va************@gmail.com,+91*****3347,Bengaluru,2025-06-26T18:52:31+05:30,80800,80800,LOW,,
cust_0450,MERCH-CUST-00450,an***************@protonmail.com,+91*****8247,Hyderabad,2025-08-08T16:00:19+05:30,0,949700,LOW,,
cust_0451,MERCH-CUST-00451,vi***********@outlook.com,+91*****4604,Hyderabad,2024-10-18T16:54:14+05:30,818212,3567812,MEDIUM,,
cust_0452,MERCH-CUST-00452,va*************@gmail.com,+91*****3985,Jaipur,2026-02-01T21:05:41+05:30,0,399800,LOW,,
cust_0453,MERCH-CUST-00453,ar**************@yahoo.in,+91*****1555,Kochi,2025-10-30T17:23:23+05:30,2331020,2630820,MEDIUM,,
cust_0454,MERCH-CUST-00454,va*************@protonmail.com,+91*****9444,Pune,2025-09-18T14:31:10+05:30,4212852,15962352,HIGH,,
cust_0455,MERCH-CUST-00455,im************@protonmail.com,+91*****2009,Kolkata,2025-10-21T18:57:56+05:30,479431,479431,LOW,,
cust_0456,MERCH-CUST-00456,im*************@outlook.com,+91*****8191,Ahmedabad,2025-05-18T20:11:07+05:30,486620,3016220,MEDIUM,,
cust_0457,MERCH-CUST-00457,ri***********@outlook.com,+91*****5074,Kolkata,2025-09-04T19:11:31+05:30,4940935,6340535,HIGH,2026-03-12T00:00:00+05:30,customer_opt_out
cust_0458,MERCH-CUST-00458,ni************@protonmail.com,+91*****8006,Bengaluru,2025-04-19T16:23:53+05:30,773507,773507,LOW,,
cust_0459,MERCH-CUST-00459,ma***********@yahoo.in,+91*****7325,Ahmedabad,2024-10-25T20:44:10+05:30,122750,122750,LOW,,
cust_0460,MERCH-CUST-00460,vi*************@yahoo.in,+91*****4242,Bengaluru,2024-12-13T18:36:49+05:30,609945,779745,LOW,,
cust_0461,MERCH-CUST-00461,vi*************@gmail.com,+91*****5330,Ahmedabad,2025-02-28T20:22:27+05:30,0,2999600,MEDIUM,,
cust_0462,MERCH-CUST-00462,sn************@gmail.com,+91*****2664,Chennai,2025-08-21T14:40:25+05:30,1139929,3549329,MEDIUM,,
cust_0463,MERCH-CUST-00463,ra*************@protonmail.com,+91*****4949,Kolkata,2024-09-16T12:17:41+05:30,555324,805224,LOW,,
cust_0464,MERCH-CUST-00464,de********@yahoo.in,+91*****2541,Mumbai,2024-11-21T16:29:50+05:30,595707,595707,LOW,,
cust_0465,MERCH-CUST-00465,ka**************@protonmail.com,+91*****5177,Hyderabad,2024-09-30T11:37:13+05:30,777610,777610,LOW,,
cust_0466,MERCH-CUST-00466,pr*************@protonmail.com,+91*****2371,Kolkata,2025-06-19T20:07:56+05:30,0,899700,LOW,,
cust_0467,MERCH-CUST-00467,sn************@yahoo.in,+91*****1440,Hyderabad,2025-03-20T09:22:33+05:30,772449,787349,LOW,,
cust_0468,MERCH-CUST-00468,ta**************@yahoo.in,+91*****5455,Mumbai,2025-04-21T17:17:07+05:30,0,379800,LOW,,
cust_0469,MERCH-CUST-00469,di************@gmail.com,+91*****7165,Chennai,2026-02-17T16:01:49+05:30,0,2499500,MEDIUM,,
cust_0470,MERCH-CUST-00470,pr*************@protonmail.com,+91*****4033,Pune,2025-07-21T14:23:56+05:30,39004,1918604,MEDIUM,,
cust_0471,MERCH-CUST-00471,aa*************@yahoo.in,+91*****1226,Bengaluru,2025-01-02T18:39:21+05:30,0,1499700,MEDIUM,,
cust_0472,MERCH-CUST-00472,la***************@gmail.com,+91*****1865,Pune,2025-11-24T13:22:45+05:30,272524,272524,LOW,,
cust_0473,MERCH-CUST-00473,ra************@gmail.com,+91*****1607,Kolkata,2025-12-12T21:06:26+05:30,125495,125495,LOW,,
cust_0474,MERCH-CUST-00474,pr************@gmail.com,+91*****1278,Pune,2025-05-15T11:36:28+05:30,294881,2594381,MEDIUM,,
cust_0475,MERCH-CUST-00475,ya**********@gmail.com,+91*****4900,Hyderabad,2025-08-26T07:28:47+05:30,0,1059700,MEDIUM,,
cust_0476,MERCH-CUST-00476,si****************@yahoo.in,+91*****4143,Jaipur,2025-05-19T16:41:50+05:30,909776,909776,LOW,,
cust_0477,MERCH-CUST-00477,an*************@protonmail.com,+91*****3133,Kolkata,2025-08-01T11:35:02+05:30,311977,331877,LOW,,
cust_0478,MERCH-CUST-00478,ai************@protonmail.com,+91*****4676,Delhi,2025-04-11T14:44:52+05:30,15005,464805,LOW,,
cust_0479,MERCH-CUST-00479,aa************@protonmail.com,+91*****8182,Hyderabad,2025-11-04T22:16:25+05:30,7529467,14378767,HIGH,,
cust_0480,MERCH-CUST-00480,va************@gmail.com,+91*****8109,Bengaluru,2025-09-09T16:17:21+05:30,2404831,3714431,MEDIUM,,
cust_0481,MERCH-CUST-00481,aa************@gmail.com,+91*****9703,Bengaluru,2025-10-14T13:17:32+05:30,284957,584757,LOW,,
cust_0482,MERCH-CUST-00482,pr************@yahoo.in,+91*****3320,Kochi,2025-12-22T18:22:26+05:30,0,10549300,HIGH,,
cust_0483,MERCH-CUST-00483,ad*************@yahoo.in,+91*****6923,Kochi,2024-12-15T14:09:12+05:30,719807,869707,LOW,,
cust_0484,MERCH-CUST-00484,de***********@yahoo.in,+91*****8611,Jaipur,2025-08-26T14:00:09+05:30,62735,62735,LOW,,
cust_0485,MERCH-CUST-00485,va**********@outlook.com,+91*****2842,Delhi,2024-12-23T13:39:40+05:30,614833,614833,LOW,,
cust_0486,MERCH-CUST-00486,ma*************@protonmail.com,+91*****4012,Pune,2025-07-24T11:52:37+05:30,0,699800,LOW,,
cust_0487,MERCH-CUST-00487,an***************@outlook.com,+91*****2152,Kochi,2025-07-25T21:21:28+05:30,490051,490051,LOW,,
cust_0488,MERCH-CUST-00488,me***********@protonmail.com,+91*****3548,Jaipur,2024-10-16T11:54:47+05:30,698921,748821,LOW,,
cust_0489,MERCH-CUST-00489,po***********@yahoo.in,+91*****6702,Chennai,2025-12-19T16:49:32+05:30,783269,1313069,MEDIUM,,
cust_0490,MERCH-CUST-00490,ad*************@yahoo.in,+91*****6679,Kochi,2025-03-03T19:22:17+05:30,332114,382014,LOW,,
cust_0491,MERCH-CUST-00491,ad***************@protonmail.com,+91*****4221,Chennai,2024-10-22T21:56:36+05:30,0,229800,LOW,,
cust_0492,MERCH-CUST-00492,sn*************@yahoo.in,+91*****2192,Delhi,2025-11-17T18:36:02+05:30,262546,662446,LOW,,
cust_0493,MERCH-CUST-00493,an*************@protonmail.com,+91*****8317,Kochi,2025-10-10T12:27:08+05:30,0,2229600,MEDIUM,,
cust_0494,MERCH-CUST-00494,si****************@protonmail.com,+91*****5051,Kolkata,2025-07-04T15:31:22+05:30,1588600,2118200,MEDIUM,,
cust_0495,MERCH-CUST-00495,ni***********@outlook.com,+91*****7803,Kochi,2024-12-02T08:32:48+05:30,453439,843139,LOW,,
cust_0496,MERCH-CUST-00496,ni************@gmail.com,+91*****2801,Ahmedabad,2025-09-01T21:59:09+05:30,0,2229600,MEDIUM,,
cust_0497,MERCH-CUST-00497,ni*************@gmail.com,+91*****2402,Kolkata,2025-03-25T12:21:35+05:30,0,699800,LOW,,
cust_0498,MERCH-CUST-00498,ni**************@protonmail.com,+91*****4175,Bengaluru,2024-12-07T19:29:05+05:30,0,859500,LOW,,
cust_0499,MERCH-CUST-00499,ra************@protonmail.com,+91*****7887,Delhi,2025-03-31T08:21:30+05:30,4149339,4309139,MEDIUM,,
cust_0500,MERCH-CUST-00500,ra************@yahoo.in,+91*****8919,Kolkata,2026-02-21T15:22:36+05:30,367049,616949,LOW,,
